id_venta,id_cliente,id_producto,fecha,region,canal,categoria,cantidad,descuento,valor_venta,estado
V0292,C102,P020,2026-06-23,Pacífica,Marketplace,Hogar,2,0,179929.0,Completada
V0293,C152,P015,2026-05-22,Caribe,Marketplace,Tecnología,4,0,419351.0,Completada
V0294,C031,P028,2026-06-05,Caribe,Marketplace,Cuidado personal,4,0.2,261088.0,Completada
V0295,C095,P020,2026-02-13,Andina,Web,Tecnología,2,0,252153.0,Completada
V0296,C167,P011,2026-04-12,Caribe,Marketplace,Tecnología,2,0.1,195390.0,Completada
V0297,C036,P008,2026-05-24,Orinoquía,Marketplace,Accesorios,4,0,297993.0,Completada
V0298,C071,P006,2026-02-18,Orinoquía,Web,Hogar,3,0,214053.0,Completada
V0299,C062,P032,2026-04-04,Pacífica,Tienda,Hogar,2,0,258412.0,Completada
V0300,C082,P009,2026-04-28,Caribe,Marketplace,Tecnología,4,0,142824.0,Completada
V0301,C056,P003,2026-01-26,Andina,Web,Tecnología,4,0,312066.0,Completada
V0302,C180,P026,2026-01-21,Pacífica,Marketplace,Accesorios,2,0.05,265480.0,Completada
V0303,C040,P035,2026-03-13,Caribe,Web,Tecnología,1,0.2,165876.0,Completada
V0304,C063,P006,2026-04-04,Orinoquía,Marketplace,Hogar,4,0,253303.0,Cancelada
V0305,C003,P011,2026-04-12,Caribe,Web,Hogar,3,0.15,420636.0,Completada
V0306,C031,P002,2026-03-26,Pacífica,Tienda,Cuidado personal,4,0.15,409793.0,Completada
V0307,C128,P037,2026-02-12,Caribe,Web,Tecnología,2,0,92640.0,Completada
V0308,C131,P001,2026-01-28,Caribe,Marketplace,Tecnología,1,0,264052.0,Completada
V0309,C010,P036,2026-06-24,Caribe,Web,Cuidado personal,4,0.2,200785.0,Completada
V0310,C082,P018,2026-01-19,Pacífica,Tienda,Accesorios,3,0.15,313556.0,Completada
V0311,C018,P030,2026-03-25,Caribe,Tienda,Hogar,3,0.05,392339.0,Completada
V0312,C095,P013,2026-03-19,Caribe,Marketplace,Accesorios,3,0,20000,Cancelada
V0313,C051,P035,2026-02-05,Andina,Web,Cuidado personal,1,0.2,123091.0,Completada
V0314,C178,P001,2026-03-01,Caribe,Tienda,Cuidado personal,4,0.15,171061.0,Completada
V0315,C072,P006,2026-01-08,Caribe,Tienda,Hogar,4,0,20000,Completada
V0316,C025,P033,2026-02-21,Orinoquía,Marketplace,Tecnología,4,0.1,432287.0,Completada
V0317,C101,P021,2026-03-15,Caribe,Web,Hogar,3,0,269040.0,Completada
V0318,C150,P007,2026-02-04,Caribe,Tienda,Hogar,2,0.2,368509.0,Completada
V0319,C054,P029,2026-03-15,Orinoquía,Web,Accesorios,3,0.2,355710.0,Completada
V0320,C179,P039,2026-01-07,Caribe,Tienda,Cuidado personal,3,0.2,350715.0,Completada
V0321,C174,P020,2026-03-27,Caribe,Marketplace,Hogar,2,0,397878.0,Completada
V0322,C119,P007,2026-02-04,Orinoquía,Web,Hogar,1,0,232259.0,Completada
V0323,C166,P006,2026-05-19,Andina,Tienda,Hogar,3,0.15,320328.0,Completada
V0324,C114,P009,2026-01-28,Caribe,Tienda,Hogar,3,0.15,139120.0,Completada
V0325,C102,P032,2026-01-13,Caribe,Web,Tecnología,4,0.2,350113.0,Completada
V0326,C072,P029,2026-02-02,Pacífica,Tienda,Hogar,2,0,419119.0,Completada
V0327,C108,P013,2026-06-26,Orinoquía,Web,Accesorios,2,0,365201.0,Completada
V0328,C140,P032,2026-03-19,Caribe,Web,Cuidado personal,3,0.05,302402.0,Completada
V0329,C072,P004,2026-04-17,Pacífica,Tienda,Tecnología,3,0.2,218715.0,Cancelada
V0330,C169,P016,2026-03-18,Andina,Tienda,Tecnología,1,0,349365.0,Completada
V0331,C179,P023,2026-05-01,Orinoquía,Web,Hogar,3,0.2,344009.0,Cancelada
V0332,C127,P035,2026-03-06,Andina,Marketplace,Hogar,4,0.2,427734.0,Completada
V0333,C001,P022,2026-05-07,Caribe,Tienda,Hogar,2,0.05,237448.0,Completada
V0334,C038,P038,2026-06-05,Andina,Web,Tecnología,1,0,243252.0,Completada
V0335,C026,P022,2026-03-11,Pacífica,Tienda,Cuidado personal,2,0.1,201885.0,Completada
V0336,C082,P012,2026-06-18,Orinoquía,Marketplace,Accesorios,3,0.15,62113.0,Completada
V0337,C001,P037,2026-04-28,Andina,Web,Cuidado personal,1,0,248260.0,Completada
V0338,C145,P007,2026-04-05,Pacífica,Marketplace,Hogar,3,0.15,143647.0,Completada
V0339,C172,P022,2026-04-01,Andina,Web,Cuidado personal,3,0,403741.0,Completada
V0340,C066,P007,2026-06-01,Andina,Marketplace,Tecnología,1,0,513437.0,Completada
V0341,C097,P023,2026-05-13,Orinoquía,Marketplace,Accesorios,1,0.05,545448.0,Completada
V0342,C009,P019,2026-01-11,Andina,Tienda,Accesorios,3,0,203877.0,Completada
V0343,C141,P006,2026-03-20,Caribe,Web,Hogar,4,0,323204.0,Completada
V0344,C112,P011,2026-01-04,Orinoquía,Marketplace,Hogar,3,0.1,206314.0,Completada
V0345,C013,P026,2026-05-18,Andina,Web,Cuidado personal,4,0,197345.0,Completada
V0346,C023,P019,2026-06-21,Caribe,Web,Tecnología,4,0.05,160447.0,Completada
V0347,C122,P008,2026-03-26,Caribe,Tienda,Hogar,4,0,315494.0,Completada
V0348,C165,P035,2026-04-06,Orinoquía,Marketplace,Cuidado personal,3,0,362206.0,Completada
V0349,C058,P018,2026-05-02,Pacífica,Tienda,Accesorios,2,0,404818.0,Completada
V0350,C139,P027,2026-05-08,Caribe,Marketplace,Cuidado personal,1,0.2,301696.0,Completada
V0351,C021,P026,2026-06-02,Orinoquía,Marketplace,Accesorios,2,0,167893.0,Completada
V0352,C050,P009,2026-01-14,Orinoquía,Tienda,Hogar,1,0,214723.0,Completada
V0353,C018,P006,2026-04-18,Andina,Marketplace,Hogar,4,0.15,314519.0,Completada
V0354,C004,P040,2026-05-17,Pacífica,Web,Accesorios,4,0.2,166623.0,Completada
V0355,C028,P037,2026-01-26,Orinoquía,Tienda,Hogar,3,0,90881.0,Completada
V0356,C168,P032,2026-05-20,Pacífica,Web,Cuidado personal,4,0.05,184796.0,Completada
V0357,C103,P003,2026-04-11,Andina,Web,Accesorios,2,0.15,378627.0,Completada
V0358,C087,P020,2026-03-09,Orinoquía,Web,Cuidado personal,4,0,410678.0,Completada
V0359,C083,P018,2026-06-14,Andina,Tienda,Cuidado personal,1,0.2,409500.0,Completada
V0360,C125,P034,2026-03-27,Orinoquía,Tienda,Accesorios,1,0.15,235569.0,Completada
V0361,C135,P037,2026-01-06,Andina,Tienda,Cuidado personal,2,0.2,224241.0,Completada
V0362,C013,P024,2026-06-07,Caribe,Tienda,Tecnología,3,0.05,122278.0,Completada
V0363,C062,P024,2026-04-20,Orinoquía,Marketplace,Accesorios,4,0,212525.0,Completada
V0364,C042,P017,2026-06-27,Orinoquía,Marketplace,Cuidado personal,1,0,205870.0,Completada
V0365,C057,P015,2026-06-07,Caribe,Web,Tecnología,3,0,354934.0,Completada
V0366,C034,P012,2026-05-26,Caribe,Marketplace,Tecnología,1,0.05,415812.0,Completada
V0367,C109,P025,2026-03-15,Pacífica,Marketplace,Cuidado personal,3,0,208945.0,Completada
V0368,C027,P001,2026-05-22,Orinoquía,Web,Accesorios,3,0.1,45914.0,Completada
V0369,C164,P021,2026-03-09,Pacífica,Web,Tecnología,3,0,134074.0,Completada
V0370,C154,P026,2026-06-11,Andina,Marketplace,Hogar,2,0,274513.0,Completada
V0371,C010,P038,2026-06-19,Orinoquía,Web,Cuidado personal,2,0.15,378870.0,Completada
V0372,C092,P033,2026-03-28,Andina,Marketplace,Accesorios,2,0.15,181286.0,Completada
V0373,C144,P012,2026-06-11,Andina,Web,Tecnología,1,0.15,33771.0,Completada
V0374,C085,P024,2026-03-19,Pacífica,Tienda,Cuidado personal,3,0.05,302006.0,Completada
V0375,C019,P031,2026-02-17,Caribe,Web,Tecnología,1,0.1,383762.0,Completada
V0376,C039,P009,2026-02-11,Pacífica,Web,Tecnología,4,0.2,122073.0,Cancelada
V0377,C125,P022,2026-06-06,Orinoquía,Tienda,Cuidado personal,3,0,317299.0,Completada
V0378,C044,P037,2026-02-16,Caribe,Web,Cuidado personal,1,0,192820.0,Completada
V0379,C002,P003,2026-05-07,Orinoquía,Marketplace,Accesorios,3,0.05,20000,Completada
V0380,C174,P001,2026-06-24,Pacífica,Marketplace,Hogar,2,0,467068.0,Completada
V0381,C043,P005,2026-01-10,Pacífica,Web,Hogar,3,0,392323.0,Completada
V0382,C126,P023,2026-02-06,Pacífica,Web,Hogar,4,0,359622.0,Completada
V0383,C044,P008,2026-03-23,Andina,Tienda,Hogar,1,0.1,267116.0,Completada
V0384,C013,P007,2026-06-27,Pacífica,Marketplace,Tecnología,1,0.1,288599.0,Completada
V0385,C180,P010,2026-02-23,Caribe,Web,Accesorios,1,0.05,131324.0,Completada
V0386,C134,P018,2026-05-20,Orinoquía,Marketplace,Tecnología,2,0.15,380449.0,Completada
V0387,C051,P039,2026-02-25,Caribe,Marketplace,Tecnología,3,0.05,209928.0,Completada
V0388,C042,P003,2026-05-16,Andina, web ,Accesorios,2,0,500217.0,Completada
V0389,C147,P032,2026-02-03,Pacífica,Tienda,Tecnología,1,0,320255.0,Completada
V0390,C076,P017,2026-04-02,Pacífica,Marketplace,Hogar,1,0.05,264837.0,Completada
V0391,C030,P007,2026-01-01,Caribe,Web,Cuidado personal,2,0.15,298621.0,Completada
V0392,C069,P006,2026-03-27,Pacífica,Web,Accesorios,3,0.1,145073.0,Completada
V0393,C177,P031,2026-04-21,Caribe,Web,Accesorios,2,0.05,368401.0,Completada
V0394,C041,P007,2026-04-19,Andina,Marketplace,Tecnología,4,0.2,233838.0,Cancelada
V0395,C176,P009,2026-04-16,Orinoquía,Tienda,Accesorios,1,0.2,295074.0,Completada
V0396,C168,P021,2026-01-23,Orinoquía,Tienda,Tecnología,2,0,70744.0,Completada
V0397,C099,P010,2026-05-20,Caribe,Web,Hogar,1,0.15,54644.0,Completada
V0398,C127,P011,2026-01-25,Andina,Marketplace,Accesorios,4,0.2,283417.0,Completada
V0399,C097,P026,2026-02-03,Andina,Web,Cuidado personal,4,0.15,354446.0,Completada
V0400,C081,P008,2026-04-24,Orinoquía,Tienda,Accesorios,1,0.05,290918.0,Completada
V0401,C155,P040,2026-06-10,Orinoquía,Web,Tecnología,2,0,257585.0,Completada
V0402,C058,P030,2026-03-18,Pacífica,Web,Tecnología,4,0.2,259094.0,Completada
V0403,C091,P019,2026-05-17,Orinoquía,Tienda,Tecnología,3,0,265802.0,Completada
V0404,C105,P007,2026-03-20,Caribe,Tienda,Accesorios,2,0,161036.0,Completada
V0405,C087,P007,2026-04-02,Caribe,Web,Hogar,1,0.15,24691.0,Completada
V0406,C002,P034,2026-06-02,Orinoquía,Marketplace,Hogar,4,0.05,325095.0,Cancelada
V0407,C033,P007,2026-04-22,Orinoquía,Marketplace,Hogar,3,0.2,229089.0,Completada
V0408,C102,P022,2026-03-15,Orinoquía,Web,Hogar,2,0,179245.0,Completada
V0409,C142,P014,2026-02-07,Orinoquía,Marketplace,Cuidado personal,3,0,357370.0,Completada
V0410,C139,P021,2026-06-04,Andina,Marketplace,Hogar,3,0.1,112929.0,Completada
V0411,C074,P028,2026-01-17,Orinoquía,Marketplace,Accesorios,1,0.1,124126.0,Completada
V0412,C015,P013,2026-03-25,Orinoquía,Tienda,Tecnología,2,0.15,20000,Completada
V0413,C139,P003,2026-03-27,Pacífica,Tienda,Tecnología,4,0.2,217303.0,Completada
V0414,C131,P019,2026-06-22,Andina,Marketplace,Accesorios,1,0,150971.0,Completada
V0415,C065,P013,2026-05-28,Orinoquía,Web,Cuidado personal,4,0.15,305492.0,Completada
V0416,C050,P019,2026-04-06,Pacífica,Marketplace,Hogar,1,0.2,250081.0,Completada
V0417,C068,P009,2026-02-19,Andina,Marketplace,Tecnología,3,0.1,153844.0,Completada
V0418,C040,P021,2026-05-02,Pacífica,Web,Hogar,3,0,363264.0,Completada
V0419,C018,P033,2026-02-14,Pacífica,Tienda,Cuidado personal,4,0.1,20000,Completada
V0420,C085,P022,2026-03-10,Pacífica,Tienda,Hogar,2,0.15,204201.0,Cancelada
V0421,C165,P040,2026-05-08,Orinoquía,Marketplace,Tecnología,1,0,356930.0,Completada
V0422,C139,P019,2026-01-17,Orinoquía,Tienda,Accesorios,3,0,345154.0,Completada
V0423,C132,P006,2026-01-06,Orinoquía,Web,Tecnología,1,0,201529.0,Completada
V0424,C176,P028,2026-01-07,Andina,Marketplace,Hogar,4,0.2,454694.0,Completada
V0425,C014,P012,2026-03-18,Andina,Tienda,Accesorios,1,0,251958.0,Cancelada
V0426,C116,P026,2026-04-11,Andina,Web,Accesorios,1,0.05,221930.0,Completada
V0427,C150,P003,2026-06-28,Caribe,Marketplace,Tecnología,1,0.2,137481.0,Completada
V0428,C023,P019,2026-04-13,Caribe,Web,Cuidado personal,4,0.1,109174.0,Completada
V0429,C140,P019,2026-06-05,Orinoquía,Tienda,Hogar,3,0.2,351294.0,Completada
V0430,C011,P001,2026-05-20,Caribe,Marketplace,Hogar,4,0,365383.0,Completada
V0431,C055,P027,2026-06-28,Caribe,Web,Hogar,2,0,256759.0,Completada
V0432,C030,P012,2026-06-26,Andina,Tienda,Cuidado personal,1,0,20000,Completada
V0433,C051,P038,2026-04-11,Orinoquía,Marketplace,Tecnología,3,0,246790.0,Completada
V0434,C018,P013,2026-03-16,Andina,Tienda,Cuidado personal,4,0.1,310589.0,Completada
V0435,C110,P011,2026-01-11,Pacífica,Marketplace,Hogar,2,0,137842.0,Completada
V0436,C174,P022,2026-04-15,Orinoquía,Web,Cuidado personal,4,0,206634.0,Completada
V0437,C072,P009,2026-05-07,Pacífica,Web,Tecnología,3,0.2,345997.0,Completada
V0438,C149,P038,2026-04-25,Caribe,Tienda,Tecnología,2,0.2,430816.0,Completada
V0439,C058,P038,2026-06-28,Pacífica,Marketplace,Accesorios,3,0.05,214909.0,Completada
V0440,C094,P033,2026-01-22,Orinoquía,Marketplace,Tecnología,2,0.05,194620.0,Cancelada
V0441,C169,P010,2026-06-24,Andina,Marketplace,Hogar,4,0.1,177006.0,Completada
V0442,C017,P017,2026-03-08,Caribe,Tienda,Accesorios,1,0,289163.0,Completada
V0443,C167,P021,2026-01-23,Pacífica,Web,Accesorios,3,0,511551.0,Completada
V0444,C151,P005,2026-05-09,Andina,Web,Accesorios,4,0,117358.0,Completada
V0445,C002,P033,2026-02-15,Orinoquía,Web,Cuidado personal,2,0.1,99944.0,Completada
V0446,C039,P012,2026-02-12,Caribe,Marketplace,Cuidado personal,1,0,273243.0,Completada
V0447,C152,P011,2026-06-27,Orinoquía,Web,Tecnología,4,0,101250.0,Completada
V0448,C152,P011,2026-02-21,Andina,Tienda,Hogar,1,0.1,278520.0,Cancelada
V0449,C154,P037,2026-06-01,Andina,Tienda,Hogar,3,0.05,255424.0,Completada
V0450,C124,P011,2026-02-27,Andina,Web,Accesorios,4,0.2,348092.0,Cancelada
V0451,C176,P022,2026-04-20,Andina,Marketplace,Hogar,1,0,140297.0,Completada
V0452,C005,P013,2026-05-28,Orinoquía,Web,Hogar,4,0,142957.0,Completada
V0453,C137,P033,2026-01-03,Caribe,Tienda,Accesorios,4,0.2,414405.0,Completada
V0454,C108,P024,2026-01-23,Caribe,Marketplace,Accesorios,4,0.1,150185.0,Completada
V0455,C179,P037,2026-01-14,Orinoquía,Web,Cuidado personal,2,0.2,64857.0,Completada
V0456,C154,P035,2026-04-09,Orinoquía,Tienda,Tecnología,2,0,137790.0,Completada
V0457,C177,P021,2026-04-12,Caribe,Marketplace,Tecnología,1,0,125303.0,Completada
V0458,C138,P028,2026-05-12,Orinoquía,Marketplace,Cuidado personal,3,0,243188.0,Completada
V0459,C065,P020,2026-05-12,Andina,Web,Accesorios,4,0.05,337589.0,Completada
V0460,C180,P011,2026-01-07,Caribe,Marketplace,Hogar,4,0.05,421499.0,Completada
V0461,C038,P031,2026-05-14,Caribe,Tienda,Accesorios,1,0,274064.0,Completada
V0462,C156,P003,2026-06-13,Pacífica,Tienda,Cuidado personal,4,0,256816.0,Cancelada
V0463,C127,P029,2026-01-07,Pacífica,Marketplace,Tecnología,3,0.15,504424.0,Completada
V0464,C044,P003,2026-03-08,Caribe,Marketplace,Hogar,1,0.1,173242.0,Completada
V0465,C052,P034,2026-01-24,Caribe,Web,Accesorios,1,0.1,175267.0,Completada
V0466,C071,P015,2026-05-07,Pacífica,Marketplace,Cuidado personal,4,0,371932.0,Completada
V0467,C129,P019,2026-03-04,Caribe,Web,Hogar,3,0,204563.0,Completada
V0468,C145,P031,2026-02-25,Pacífica,Marketplace,Accesorios,3,0.05,296598.0,Completada
V0469,C163,P015,2026-06-23,Orinoquía,Marketplace,Tecnología,2,0.05,152582.0,Completada
V0470,C068,P016,2026-03-03,Orinoquía,Web,Tecnología,4,0.15,272221.0,Completada
V0471,C069,P012,2026-06-22,Caribe,Marketplace,Hogar,2,0.1,130647.0,Completada
V0472,C068,P014,2026-02-07,Andina,Tienda,Hogar,2,0.2,279194.0,Cancelada
V0473,C127,P040,2026-01-25,Pacífica,Tienda,Tecnología,1,0.15,301293.0,Completada
V0474,C148,P018,2026-04-06,Pacífica,Marketplace,Cuidado personal,3,0.05,298718.0,Completada
V0475,C139,P003,2026-05-12,Andina,Marketplace,Hogar,4,0.05,496512.0,Completada
V0476,C177,P001,2026-01-22,Orinoquía,Tienda,Accesorios,2,0,343722.0,Completada
V0477,C068,P016,2026-03-16,Caribe,Web,Cuidado personal,3,0.1,177566.0,Completada
V0478,C108,P024,2026-03-28,Andina,Web,Accesorios,4,0,189345.0,Completada
V0479,C026,P018,2026-02-18,Orinoquía,Tienda,Hogar,4,0.2,471290.0,Completada
V0480,C003,P012,2026-04-16,Andina,Tienda,Hogar,2,0.05,232326.0,Completada
V0481,C102,P007,2026-06-06,Pacífica,Web,Cuidado personal,1,0,258306.0,Completada
V0482,C086,P017,2026-03-12,Pacífica,Web,Tecnología,3,0.05,536860.0,Completada
V0483,C051,P037,2026-05-21,Caribe,Web,Tecnología,2,0.1,134678.0,Completada
V0484,C115,P006,2026-04-20,Pacífica,Web,Accesorios,3,0.2,430028.0,Completada
V0485,C019,P006,2026-02-11,Andina, web ,Cuidado personal,2,0.05,90063.0,Completada
V0486,C069,P039,2026-06-13,Pacífica,Marketplace,Cuidado personal,3,0.15,350914.0,Completada
V0487,C033,P016,2026-06-09,Pacífica,Marketplace,Accesorios,1,0,183469.0,Completada
V0488,C017,P031,2026-05-02,Andina,Web,Tecnología,1,0,305919.0,Completada
V0489,C080,P015,2026-02-24,Caribe,Tienda,Cuidado personal,3,0.05,216690.0,Completada
V0490,C009,P023,2026-03-28,Andina,Tienda,Hogar,4,0,220290.0,Completada
V0491,C046,P038,2026-05-15,Pacífica,Marketplace,Accesorios,4,0.1,485306.0,Completada
V0492,C059,P006,2026-04-10,Pacífica,Web,Accesorios,3,0.1,515931.0,Completada
V0493,C035,P023,2026-03-16,Pacífica,Tienda,Cuidado personal,1,0.2,430046.0,Completada
V0494,C111,P019,2026-05-08,Orinoquía,Web,Tecnología,1,0.2,271295.0,Completada
V0495,C042,P025,2026-04-08,Pacífica,Tienda,Accesorios,3,0,370796.0,Completada
V0496,C157,P018,2026-03-21,Orinoquía,Marketplace,Hogar,3,0.1,158752.0,Completada
V0497,C159,P029,2026-03-23,Andina,Tienda,Hogar,4,0.05,304253.0,Completada
V0498,C137,P002,2026-02-04,Pacífica,Tienda,Hogar,3,0,311240.0,Completada
V0499,C004,P032,2026-02-11,Andina,Marketplace,Accesorios,4,0,245389.0,Completada
V0500,C009,P022,2026-01-27,Orinoquía,Web,Accesorios,2,0.15,159127.0,Completada
V0025,C109,P036,2026-06-23,Caribe,Web,Cuidado personal,4,0,479810.0,Completada
